combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0314,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/fitness.activity.read; ,0,4,0,0,6,4,0,high
SC-0315,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/contacts.readonly; ,0,4,0,1,6,4,0,high
SC-0316,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/gmail.compose; https://www.googleapis.com/auth/chat.messages; ,0,5,0,1,6,4,0,high
SC-0317,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/gmail.compose; https://www.googleapis.com/auth/fitness.activity.read; ,0,5,0,1,6,4,0,high
SC-0318,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/gmail.compose; https://www.googleapis.com/auth/tasks; ,0,5,0,1,6,4,0,high
SC-0319,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/gmail.send; ,1,5,1,0,6,4,1,critical
SC-0320,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/contacts.readonly; ,1,4,1,1,6,4,0,high
SC-0321,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/tasks; ,1,4,1,0,6,4,0,high
SC-0322,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Photos, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/spreadsheets; ,0,4,0,0,5,3,0,high
SC-0323,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Photos, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/contacts.readonly; ,0,4,0,1,5,3,0,high
SC-0324,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Photos, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/tasks; ,0,4,0,0,5,3,0,high
SC-0325,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/chat.messages; ,0,4,0,0,6,4,0,high
SC-0326,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/drive.file; ,0,4,0,0,6,4,0,high
SC-0327,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/gmail.send; ,0,5,0,0,6,4,1,critical
SC-0328,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/tasks; ,0,3,0,0,6,3,0,high
SC-0329,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/drive.file; ,0,4,0,0,6,4,0,medium
SC-0330,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/contacts.readonly; ,0,4,0,1,6,4,0,medium
SC-0331,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/compute; https://www.googleapis.com/auth/tasks; ,0,3,0,0,6,4,0,high
SC-0332,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/compute; https://www.googleapis.com/auth/fitness.activity.read; ,0,4,0,0,6,4,0,high
SC-0333,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/compute; https://www.googleapis.com/auth/calendar.events.readonly; ,0,3,0,0,6,4,0,high
SC-0334,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly; https://www.googleapis.com/auth/drive.file; ,0,4,0,0,6,4,0,medium
SC-0335,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly; https://www.googleapis.com/auth/spreadsheets; ,0,4,0,0,6,4,0,high
SC-0336,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly; https://www.googleapis.com/auth/gmail.send; ,0,5,0,0,6,4,1,critical
SC-0337,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/fitness.activity.read; ,0,4,0,1,6,4,0,high
SC-0338,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/spreadsheets; ,0,4,0,1,6,4,0,high
SC-0339,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/gmail.send; ,0,5,0,1,6,4,1,critical
SC-0340,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/contacts.readonly; ,0,4,0,1,8,6,0,medium
SC-0341,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/spreadsheets; ,0,4,0,0,8,5,0,high
SC-0342,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly; https://www.googleapis.com/auth/tasks; ,0,4,0,0,8,6,0,high
SC-0343,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/user.addresses.read; https://www.googleapis.com/auth/calendar.events.readonly; ,0,4,0,0,7,4,0,high
SC-0344,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/user.addresses.read; https://www.googleapis.com/auth/gmail.send; ,0,5,0,0,7,4,1,critical
SC-0345,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/user.addresses.read; https://www.googleapis.com/auth/fitness.activity.read; ,0,4,0,0,7,4,0,high
SC-0346,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/contacts.readonly; ,0,5,0,1,6,4,1,critical
SC-0347,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/drive.file; ,0,5,0,1,6,4,1,critical
SC-0348,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/tasks; ,0,5,0,1,6,4,1,critical
SC-0349,Strategy B: Addition (student_gen),"service: BigQuery, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery; https://www.googleapis.com/auth/devstorage.read_write; profile; ,1,3,1,0,3,3,0,high
SC-0350,Strategy B: Addition (student_gen),"service: BigQuery, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery; https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/fitness.activity.read; ,1,4,1,0,3,3,0,high
SC-0351,Strategy B: Addition (student_gen),"service: BigQuery, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/bigquery; https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/chat.messages; ,1,4,1,0,3,3,0,high
SC-0352,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/calendar.events.readonly; ,1,4,1,0,8,5,0,high
SC-0353,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/tasks; ,1,4,1,0,8,5,0,high
SC-0354,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/chat.messages; ,1,4,1,0,8,5,0,high
SC-0355,Strategy B: Addition (student_gen),"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/gmail.settings.sharing; openid; ,0,5,0,1,4,3,1,critical
SC-0356,Strategy B: Addition (student_gen),"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/spreadsheets; ,0,5,0,1,4,3,1,critical
SC-0357,Strategy B: Addition (student_gen),"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/gmail.settings.sharing; email; ,0,5,0,1,4,3,1,critical
SC-0358,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/contacts.readonly; ,0,4,0,1,7,5,1,critical
SC-0359,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.events.readonly; ,0,4,0,0,7,4,1,critical
SC-0360,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/spreadsheets; ,0,4,0,0,7,5,1,critical
SC-0361,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/gmail.send; ,0,5,0,0,8,6,1,critical
SC-0362,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/fitness.activity.read; ,0,5,0,0,8,6,0,high
SC-0363,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/calendar.events.readonly; ,0,5,0,0,8,6,0,high
SC-0364,Strategy B: Addition (student_gen),"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/fitness.activity.read; ,0,4,0,0,6,4,1,critical
